age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27.0, Self-emp-inc,165965.12, Prof-school,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
40.0, Self-emp-inc,13492.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,121411.5, 12th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
39.0, Private,152797.83, Bachelors,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
33.78764, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Self-emp-inc,1210504.0, Bachelors,13.0, Divorced, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,162957.16, 11th,9.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,30.0, United-States, <=50K
17.0, ?,222638.77, Some-college,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,20.0, Puerto-Rico, <=50K
42.0, Private,188359.84, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
48.0, Private,13492.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, ?,38856.223, Some-college,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,212457.22, Assoc-voc,11.0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0.0,0.0,1.0, Mexico, <=50K
90.0, Private,37740.65, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,45.0, United-States, <=50K
41.0, State-gov,176749.53, Masters,13.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,40.0, Philippines, >50K
17.0, State-gov,43773.805, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K
22.0, Private,147296.61, Bachelors,13.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,35.0, United-States, <=50K
58.0, Self-emp-not-inc,164189.25, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,1.0, United-States, <=50K
39.0, Private,40654.4, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Local-gov,13492.0, HS-grad,9.0, Widowed, Transport-moving, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,186293.88, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,13492.0, Bachelors,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K
41.0, Private,128486.266, Bachelors,14.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,2616.1938,0.0,40.0, United-States, >50K
17.0, Private,147591.66, Some-college,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
32.0, Private,194909.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,168152.44, Some-college,10.0, Never-married, Farming-fishing, Own-child, White, Male,99999.0,0.0,30.581142, United-States, <=50K
33.0, Self-emp-not-inc,114058.414, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
36.0, Local-gov,108473.96, Some-college,11.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,16.950203, United-States, <=50K
27.0, Private,13492.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
27.0, Private,65180.973, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
39.0, Private,174523.78, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
29.0, Local-gov,110242.17, Masters,14.0, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States, >50K
20.0, Private,151443.19, Some-college,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
27.0, Private,114706.63, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Local-gov,13492.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,343864.34, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Private,134941.75, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,43.0, United-States, <=50K
37.0, Private,219120.05, 11th,1.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,102901.92, Doctorate,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, Ecuador, <=50K
38.0, Private,235346.02, Masters,14.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,1210504.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
39.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
55.0, Private,13492.0, 10th,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Self-emp-inc,91659.984, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, State-gov,146363.62, Prof-school,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
37.403355, Private,167460.84, Assoc-voc,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
44.0, Private,169203.48, Prof-school,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,35.0, Puerto-Rico, >50K
29.0, Federal-gov,121014.55, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
40.0, Private,94085.336, HS-grad,9.0, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Cuba, <=50K
47.0, Private,31658.564, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
18.0, Local-gov,163138.62, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,1106570.0, Some-college,10.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,118129.445, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Self-emp-not-inc,167907.31, HS-grad,9.0, Never-married, Other-service, Unmarried, Black, Male,0.0,0.0,36.0, United-States, <=50K
63.0, Self-emp-not-inc,150723.14, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,99999.0,0.0,50.0, United-States, >50K
17.0, Private,148552.19, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
44.0, Private,98661.44, Some-college,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
28.0, State-gov,185729.11, 1st-4th,9.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, Jamaica, <=50K
51.0, Private,38024.332, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, ?,13492.0, HS-grad,10.0, Married-civ-spouse, ?, Husband, White, Male,4390.9917,0.0,40.0, United-States, <=50K
41.0, Private,146789.14, Some-college,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,150136.39, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,193791.2, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,13492.0, 11th,5.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,41739.977, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,68917.09, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,123193.13, Masters,16.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2332.3274,0.0,36.0, Philippines, >50K
57.0, Private,166126.98, 7th-8th,1.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, Mexico, <=50K
17.0, Self-emp-not-inc,513688.47, Some-college,12.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,13492.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,35.0, United-States, <=50K
67.0, Private,178084.27, Bachelors,15.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, State-gov,203798.12, Some-college,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
52.0, Private,301383.3, 7th-8th,1.0, Never-married, Transport-moving, Unmarried, Black, Female,0.0,0.0,30.0, United-States, <=50K
33.0, ?,62593.824, HS-grad,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
29.0, Private,190716.69, Bachelors,13.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
26.0, Federal-gov,206381.4, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,36.0, United-States, <=50K
28.0, Private,35307.887, 9th,4.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
41.0, State-gov,80919.3, 1st-4th,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
42.11355, Self-emp-not-inc,183743.72, Some-college,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
33.0, Self-emp-not-inc,147630.28, HS-grad,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,99329.305, 1st-4th,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
77.0, Self-emp-inc,13492.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
17.0, Private,115057.86, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
41.21472, Local-gov,199691.23, Assoc-voc,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,20.0, United-States, <=50K
42.0, ?,13492.0, Some-college,10.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
43.0, Private,83101.89, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
47.0, Private,133858.58, Some-college,9.0, Divorced, Sales, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,137470.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,117122.484, 11th,4.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Local-gov,259345.98, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, Black, Female,0.0,0.0,30.0, United-States, <=50K
30.0, Private,342157.78, Masters,13.0, Divorced, Tech-support, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
25.0, Private,147622.88, 11th,6.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,160556.69, 1st-4th,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, Philippines, <=50K
27.0, Federal-gov,48496.426, HS-grad,9.0, Never-married, Craft-repair, Unmarried, Black, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
29.0, ?,317660.97, HS-grad,9.0, Married-civ-spouse, ?, Other-relative, White, Female,0.0,0.0,1.0, Puerto-Rico, <=50K
60.0, Private,105557.98, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
44.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Local-gov,314552.16, Masters,16.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
36.0, Private,1210504.0, Masters,16.0, Never-married, Exec-managerial, Not-in-family, Black, Male,7961.7837,0.0,40.0, United-States, >50K
33.0, Private,181177.53, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
49.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
42.0, Private,144053.97, 7th-8th,1.0, Divorced, Handlers-cleaners, Unmarried, Black, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Local-gov,305604.28, 9th,1.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,99.0, United-States, <=50K
42.0, Self-emp-not-inc,173799.61, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,50.0, United-States, <=50K
90.0, Private,89973.58, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Local-gov,185961.44, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, State-gov,174399.72, Some-college,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K
19.0, ?,1210504.0, HS-grad,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K
33.0, Private,219183.2, 1st-4th,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,1.0, El-Salvador, <=50K
35.0, Local-gov,13492.0, Masters,16.0, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0.0,0.0,12.0, United-States, <=50K
68.0, Local-gov,1210504.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Cuba, <=50K
40.0, Private,184122.88, Some-college,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1485.0,40.0, United-States, <=50K
30.0, Local-gov,13492.0, Assoc-acdm,13.0, Separated, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Self-emp-inc,32533.73, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
47.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,176062.53, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, Philippines, <=50K
38.0, Federal-gov,198831.84, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
69.0, Self-emp-not-inc,279766.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,20.0, United-States, <=50K
29.0, Self-emp-not-inc,13492.0, Masters,14.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,99.0, ?, >50K
47.0, ?,222683.67, HS-grad,9.0, Married-spouse-absent, ?, Not-in-family, Black, Male,0.0,0.0,1.0, United-States, <=50K
40.0, Federal-gov,116349.2, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
47.0, State-gov,115691.44, Prof-school,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States, >50K
18.0, Private,79952.94, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Self-emp-not-inc,167471.81, Some-college,10.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
54.0, Private,57146.312, HS-grad,9.0, Divorced, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
43.0, Self-emp-inc,165482.33, Masters,16.0, Married-civ-spouse, Sales, Husband, White, Male,7688.0,0.0,40.0, United-States, >50K
32.0, Self-emp-inc,157384.83, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,98371.65, Some-college,10.0, Married-spouse-absent, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,15.0, Philippines, <=50K
27.0, Private,13492.0, Some-college,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
25.0, Private,72687.195, Some-college,10.0, Never-married, Adm-clerical, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, ?,144965.12, Assoc-acdm,12.0, Married-spouse-absent, ?, Not-in-family, White, Male,0.0,0.0,50.0, Puerto-Rico, <=50K
36.0, Self-emp-not-inc,176928.33, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Self-emp-not-inc,13492.0, 9th,9.0, Separated, Farming-fishing, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, ?,366144.3, HS-grad,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K
33.0, Federal-gov,13492.0, Masters,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Canada, >50K
38.0, Private,54365.035, 10th,8.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,187214.55, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Federal-gov,13492.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Federal-gov,53694.473, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
28.0, Private,31845.707, Some-college,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,249346.36, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,25.0, United-States, <=50K
26.0, ?,13492.0, 11th,4.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,13492.0, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, South, >50K
46.0, Self-emp-not-inc,68015.21, Some-college,11.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, ?,160354.33, 12th,5.7694964, Divorced, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Self-emp-inc,108423.77, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,38.0, United-States, >50K
58.0, Private,56081.855, HS-grad,9.0, Separated, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Self-emp-inc,47534.87, 7th-8th,6.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
69.0, Federal-gov,148629.31, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,35.0, United-States, >50K
24.0, Private,198063.17, 12th,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,38.0, United-States, <=50K
33.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
22.0, Self-emp-inc,178597.6, Assoc-acdm,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, ?, <=50K
33.0, Private,226360.72, Assoc-voc,10.0, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, England, >50K
47.0, Private,13492.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,208899.66, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,37.0, United-States, <=50K
17.0, Private,106872.9, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,103452.41, HS-grad,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,107104.85, 7th-8th,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Self-emp-not-inc,106150.3, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
27.0, Private,1210504.0, Bachelors,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K
46.0, Private,13492.0, Bachelors,13.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,0.0,38.0, United-States, <=50K
34.0, Private,159676.7, Some-college,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
41.0, Private,182435.86, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,147531.25, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Private,220633.94, Some-college,13.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,13492.0, 11th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,1210504.0, Assoc-voc,12.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,99999.0,0.0,40.0, United-States, <=50K
37.0, Local-gov,164485.39, Prof-school,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, ?, >50K
51.0, Private,170678.03, 10th,9.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,94741.17, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,99999.0,0.0,45.0, United-States, <=50K
90.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States, <=50K
35.0, Private,127118.28, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,133186.78, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
20.0, Private,353354.62, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,91086.16, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
37.0, Private,13492.0, 12th,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
25.0, Private,210368.83, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
29.0, Private,33581.848, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,68776.82, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,32545.71, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,32.127094, United-States, <=50K
52.0, Private,13492.0, 11th,5.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
26.0, Self-emp-inc,164817.08, Some-college,10.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,10.0, United-States, <=50K
46.0, Private,111004.55, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,13492.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,175586.25, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
34.0, Local-gov,52390.664, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,185655.44, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K
32.0, Self-emp-not-inc,166440.36, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,13492.0, Assoc-voc,12.0, Divorced, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Local-gov,21924.473, Masters,15.210719, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
52.0, ?,30793.63, 7th-8th,7.0, Married-civ-spouse, ?, Wife, Black, Female,0.0,0.0,40.0, United-States, >50K
90.0, Private,103439.914, 9th,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,99999.0,0.0,40.0, United-States, >50K
26.0, Private,150531.12, Bachelors,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,32.0, South, <=50K
38.0, Private,121020.43, 11th,9.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,15.0, United-States, <=50K
39.0, State-gov,133508.84, Some-college,12.0, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,1.0, Puerto-Rico, <=50K
41.0, Private,256421.83, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,229697.16, Assoc-acdm,12.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
23.0, Private,116718.93, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
